year,selling_price,km_driven,seats,mileage_val,engine_cc,power_bhp,torque_nm,torque_rpm,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First,owner_Second,owner_TestDrive,owner_Third+,make_Ambassador,make_Ashok,make_Audi,make_BMW,make_Chevrolet,make_Daewoo,make_Datsun,make_Fiat,make_Force,make_Ford,make_Honda,make_Hyundai,make_Isuzu,make_Jaguar,make_Jeep,make_Kia,make_Land Rover,make_Lexus,make_MG,make_Mahindra,make_Maruti,make_Mercedes-Benz,make_Mitsubishi,make_Nissan,make_Opel,make_Peugeot,make_Renault,make_Skoda,make_Tata,make_Toyota,make_Volkswagen,make_Volvo,soft_buy_score,good_buy,price_rounded,km_bucket,engine_bucket,power_bucket,brand_norm,fuel_norm,trans_norm,merge_key,brand_src,model_src,brand_final,brand_final_pretty,model_final_pretty,car
2014,500000,68000,5,19.01,1461.0,108.45,248.0,2250.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6058200467585808,0,500000,70000,1500,110,renault,,,2014|500000|70000|renault|∅|∅|5|1500|110,,,renault,Renault,,Renault
2005,92000,100000,5,17.3,993.0,60.0,78.0,4500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3447800019033721,0,90000,100000,1000,60,maruti,,,2005|90000|100000|maruti|∅|∅|5|1000|60,,,maruti,Maruti,,Maruti
2009,280000,140000,5,19.3,1248.0,73.9,190.0,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3757331140539464,0,280000,140000,1200,75,maruti,,,2009|280000|140000|maruti|∅|∅|5|1200|75,,,maruti,Maruti,,Maruti
2007,200000,80000,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,200000,80000,,,maruti,,,,,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,maruti,Maruti,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Maruti Mercedes-Benz New C-Class C 200 Kompressor Elegance AT
2009,180000,90000,5,18.9,1061.0,67.0,84.0,3500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3939840177541049,0,180000,90000,1100,65,maruti,,,2009|180000|90000|maruti|∅|∅|5|1100|65,,,maruti,Maruti,,Maruti
2016,400000,40000,5,18.15,1198.0,82.0,115.0,3600.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6143594402415931,0,400000,40000,1200,80,mahindra,,,2016|400000|40000|mahindra|∅|∅|5|1200|80,,,mahindra,Mahindra,,Mahindra
2016,778000,70000,7,24.52,1248.0,88.5,200.0,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6185940246608895,0,780000,70000,1200,90,maruti,,,2016|780000|70000|maruti|∅|∅|7|1200|90,,,maruti,Maruti,,Maruti
2012,500000,53000,5,23.0,1396.0,90.0,219.66895999999997,2750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6114096873744742,0,500000,55000,1400,90,hyundai,,,2012|500000|55000|hyundai|∅|∅|5|1400|90,,,hyundai,Hyundai,,Hyundai
2002,150000,80000,5,19.7,796.0,46.3,62.0,3000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3830650330191851,0,150000,80000,800,45,maruti,,,2002|150000|80000|maruti|∅|∅|5|800|45,,,maruti,Maruti,,Maruti
2016,680000,100000,5,22.54,1396.0,88.73,219.7,2750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756646811304805,0,680000,100000,1400,90,hyundai,,,2016|680000|100000|hyundai|∅|∅|5|1400|90,,,hyundai,Hyundai,,Hyundai
2011,174000,100000,5,21.0,1461.0,64.1,160.0,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063849560952323,0,170000,100000,1500,65,mahindra,,,2011|170000|100000|mahindra|∅|∅|5|1500|65,,,mahindra,Mahindra,,Mahindra
2017,950000,50000,5,25.5,1498.0,98.6,200.0,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6464095449258592,1,950000,50000,1500,100,honda,,,2017|950000|50000|honda|∅|∅|5|1500|100,,,honda,Honda,,Honda
2015,525000,40000,5,26.59,1248.0,74.0,190.0,2000.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6987777566078152,1,520000,40000,1200,75,maruti,,,2015|520000|40000|maruti|∅|∅|5|1200|75,,,maruti,Maruti,,Maruti
2012,600000,72000,5,21.5,1248.0,88.8,200.0,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5185074370187107,0,600000,70000,1200,90,maruti,,,2012|600000|70000|maruti|∅|∅|5|1200|90,,,maruti,Maruti,,Maruti
2018,500000,35000,5,20.3,1199.0,83.81,114.0,3500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6729132982660518,1,500000,35000,1200,85,tata,,,2018|500000|35000|tata|∅|∅|5|1200|85,,,tata,Tata,,Tata
2016,575000,45000,5,21.4,1197.0,83.1,115.0,4000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904907092816061,0,580000,45000,1200,85,maruti,,,2016|580000|45000|maruti|∅|∅|5|1200|85,,,maruti,Maruti,,Maruti
2017,275000,28000,5,24.7,796.0,47.3,69.0,3500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7251609586011333,1,280000,30000,800,45,maruti,,,2017|280000|30000|maruti|∅|∅|5|800|45,,,maruti,Maruti,,Maruti
2013,300000,70000,7,18.2,1248.0,73.8,172.5,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5655045636558701,0,300000,70000,1200,75,chevrolet,,,2013|300000|70000|chevrolet|∅|∅|7|1200|75,,,chevrolet,Chevrolet,,Chevrolet
2009,220000,120000,5,18.9,1061.0,67.0,84.0,3500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3257328039531985,0,220000,120000,1100,65,maruti,,,2009|220000|120000|maruti|∅|∅|5|1100|65,,,maruti,Maruti,,Maruti
2018,254999,25000,8,16.8,796.0,34.2,59.0,2500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6220653083030421,0,250000,25000,800,35,maruti,,,2018|250000|25000|maruti|∅|∅|8|800|35,,,maruti,Maruti,,Maruti
2017,670000,70000,5,24.3,1248.0,88.5,200.0,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6734425564447648,1,670000,70000,1200,90,maruti,,,2017|670000|70000|maruti|∅|∅|5|1200|90,,,maruti,Maruti,,Maruti
2003,70000,50000,,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,70000,50000,,,fiat,,,,,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,fiat,Fiat,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Fiat Mercedes-Benz New C-Class C 200 Kompressor Elegance AT
2012,150000,35000,5,14.0,796.0,35.0,59.820564999999995,3000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4759867873197901,0,150000,35000,800,35,maruti,,,2012|150000|35000|maruti|∅|∅|5|800|35,,,maruti,Maruti,,Maruti
2018,730000,2388,5,18.6,1197.0,81.83,114.7,4000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6092418312181788,0,730000,0,1200,80,hyundai,,,2018|730000|0|hyundai|∅|∅|5|1200|80,,,hyundai,Hyundai,,Hyundai
2017,650000,16200,5,24.3,1248.0,88.5,200.0,1750.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.772825356240573,1,650000,15000,1200,90,maruti,,,2017|650000|15000|maruti|∅|∅|5|1200|90,,,maruti,Maruti,,Maruti
2019,330000,10000,4,33.44,796.0,40.3,60.0,3500.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7518070900433808,1,330000,10000,800,40,maruti,,,2019|330000|10000|maruti|∅|∅|4|800|40,,,maruti,Maruti,,Maruti
2019,366000,15000,5,23.95,998.0,67.1,90.0,3500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7968588823749766,1,370000,15000,1000,65,maruti,,,2019|370000|15000|maruti|∅|∅|5|1000|65,,,maruti,Maruti,,Maruti
2019,1149000,5000,5,17.0,1591.0,121.3,151.0,4850.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6107111273107976,0,1150000,5000,1600,120,hyundai,,,2019|1150000|5000|hyundai|∅|∅|5|1600|120,,,hyundai,Hyundai,,Hyundai
2016,150000,42000,5,20.63,1198.0,67.0,104.0,4000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7155635939234251,1,150000,40000,1200,65,datsun,,,2016|150000|40000|datsun|∅|∅|5|1200|65,,,datsun,Datsun,,Datsun
2011,425000,60000,7,13.93,2179.0,138.03,320.0,2700.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5037872821828606,0,420000,60000,2200,140,tata,,,2011|420000|60000|tata|∅|∅|7|2200|140,,,tata,Tata,,Tata
2012,150000,76000,4,16.1,796.0,37.0,59.0,2500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4376199620805376,0,150000,75000,800,35,maruti,,,2012|150000|75000|maruti|∅|∅|4|800|35,,,maruti,Maruti,,Maruti
2019,2100000,5000,5,16.0,1368.0,160.77,250.0,2500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6785648574057038,1,2100000,5000,1400,160,jeep,,,2019|2100000|5000|jeep|∅|∅|5|1400|160,,,jeep,Jeep,,Jeep
2018,925000,28900,5,17.8,1497.0,117.3,145.0,4600.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5853003514943514,0,920000,30000,1500,115,honda,,,2018|920000|30000|honda|∅|∅|5|1500|115,,,honda,Honda,,Honda
2013,425000,86300,5,16.8,1497.0,116.3,146.0,4800.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641494856333925,0,420000,85000,1500,115,honda,,,2013|420000|85000|honda|∅|∅|5|1500|115,,,honda,Honda,,Honda
2018,675000,23300,5,18.5,1197.0,83.14,115.0,4000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075909505854332,0,680000,25000,1200,85,maruti,,,2018|680000|25000|maruti|∅|∅|5|1200|85,,,maruti,Maruti,,Maruti
